texto,nota,data,app,sentimento,tamanho,palavras,ano_mes
muito bom,5,2025-02-28 01:33:31,Udemy,Positivo,9,2,2025-02
Adorei,5,2024-04-11 09:56:44,Photomath,Positivo,6,1,2024-04
Ameii,5,2024-07-18 12:59:22,Photomath,Positivo,5,1,2024-07
"Uso muito o app, tem a possibilidade de ele te mostrar passo a passo o cálculo e ele ainda explica como foi feito, fazendo o aluno(a) entender o que está sendo mostrado e não apenas copiando.",5,2024-05-21 11:32:54,Photomath,Positivo,191,36,2024-05
Yo gosto mucho,5,2024-08-06 18:52:18,Babbel,Positivo,14,3,2024-08
plataforma muito boa.,5,2026-02-24 15:28:35,Hotmart Sparkle,Positivo,21,3,2026-02
muito bom... super recomendo. didático e muito prático também...,5,2024-03-30 10:44:57,Babbel,Positivo,64,9,2024-03
Otimooo para estudar ajudar muito ameiii Me ajudou principalmente a memorizar,5,2024-12-03 06:37:19,Quizlet,Positivo,77,11,2024-12
amei🥰,5,2025-05-13 05:30:51,Photomath,Positivo,5,1,2025-05
muito bom e excelente canal de estudo,5,2025-05-31 05:59:43,Google Classroom,Positivo,37,7,2025-05
Ajuda muito no meu dia a dia. Top!,5,2024-08-22 14:04:46,Photomath,Positivo,34,8,2024-08
É bom para fazer quizz,5,2023-04-17 18:36:53,Google Classroom,Positivo,22,5,2023-04
Não há dificuldade para navegar no app.,5,2024-09-18 21:04:32,Udemy,Positivo,39,7,2024-09
Muito boa o aplicativo,5,2023-03-29 16:45:09,Babbel,Positivo,22,4,2023-03
"MT bom, me ajudou muito nos meus estudos, recomendo",5,2024-11-21 07:35:14,Quizlet,Positivo,51,9,2024-11
Muito bom! Ótima plataforma de ensino.,5,2023-01-04 10:22:39,Udemy,Positivo,38,6,2023-01
Eventos,5,2024-03-24 10:44:03,Google Classroom,Positivo,7,1,2024-03
mto bom,5,2026-02-09 09:02:43,Hotmart Sparkle,Positivo,7,2,2026-02
Excelente curso!,5,2023-05-05 10:05:57,Babbel,Positivo,16,2,2023-05
"excelente esse app, amei demais",5,2025-06-08 18:45:38,Quizlet,Positivo,31,5,2025-06
muito bom estou no 4 ano e aprendi coisas do 5 e 6 ano ajuda muito parabems al criador me ajudou muito,5,2025-01-21 10:47:55,Quizlet,Positivo,102,22,2025-01
"Excelente plataforma. App rápido, fácil acesso. modo Escuro ajuda na visualização. Até agora, gostando demais",5,2022-09-01 14:11:15,Udemy,Positivo,109,15,2022-09
um pouco perplexo de usar mas é útil,4,2023-03-25 07:39:53,Babbel,Positivo,36,8,2023-03
"Um aplicativo incrível, com preços muito acessível e com diversos conteúdos.",5,2023-08-21 23:47:10,Udemy,Positivo,76,11,2023-08
prático com os cursos na palma da mão,5,2026-01-27 21:54:27,Hotmart Sparkle,Positivo,37,8,2026-01
como sua pequena não consegui me cadastrar,4,2024-11-13 16:55:31,Quizlet,Positivo,42,7,2024-11
muito boa a plataforma,5,2023-11-06 22:28:12,Udemy,Positivo,22,4,2023-11
otimo.,5,2019-05-27 16:34:02,Khan Academy,Positivo,6,1,2019-05
Aprendizado,5,2025-02-09 15:02:29,Quizlet,Positivo,11,1,2025-02
Muito bom,5,2024-01-07 22:40:39,Khan Academy,Positivo,9,2,2024-01
o melhor aplicativo de todos🤩🤩🤩🤩🤩,5,2023-08-09 21:29:54,Babbel,Positivo,33,5,2023-08
Eu adoro este APP,5,2025-03-28 13:34:43,Photomath,Positivo,17,4,2025-03
"muito prático, tô aprendendo brincado, thank you Duolingo!",5,2026-04-02 11:35:45,Duolingo,Positivo,58,8,2026-04
"O aplicativo é um pouco lento e às vezes apresenta algumas falhas, mas no geral atende as expectativas.",4,2025-09-19 06:10:40,Babbel,Positivo,103,18,2025-09
"aplicativo excelente, gostei muito. aprende-se com facilidade.",5,2024-10-26 15:00:23,Quizlet,Positivo,62,7,2024-10
"Medicina e Saúde. A matéria de Medicina no ""Fluxo através do coração"" a transcrição para nos minutos 04:37, onde não tenho mais a tradução das falas do professor. Podem arrumar isso? Já refiz o login, reinstalei o aplicativo e até no site de vocês o vídeo não tem mais legendas em português.",5,2019-01-14 22:33:47,Khan Academy,Positivo,291,52,2019-01
Aplicativo excelente,5,2025-05-12 18:25:33,Photomath,Positivo,20,2,2025-05
amo s udemy,5,2024-12-16 05:47:24,Udemy,Positivo,11,3,2024-12
simplesmente felomenal,5,2026-04-05 13:27:38,Duolingo,Positivo,22,2,2026-04
Excelente,5,2026-03-16 16:37:00,Hotmart Sparkle,Positivo,9,1,2026-03
"excelente para tirar dúvidas, será sua escola particular na palma da sua mão",5,2025-08-14 18:49:12,Khan Academy,Positivo,76,13,2025-08
"estou super empolgado, extremamente fácil aprender com babbel.",5,2024-12-29 10:14:10,Babbel,Positivo,62,8,2024-12
Muito show 🤝🤝🤝,5,2024-07-08 15:09:10,Udemy,Positivo,14,3,2024-07
ótimo,5,2025-02-22 13:50:34,Quizlet,Positivo,5,1,2025-02
"maravilhoso app, estou amando!",5,2025-01-08 22:35:14,Quizlet,Positivo,30,4,2025-01
Esta Atualização está Ótima! Agora Sim Estou Conseguindo Ver todos os meus Cursos!,5,2023-07-15 00:50:53,Udemy,Positivo,82,13,2023-07
"muito rápido acesso , prático!!!",5,2026-03-30 18:46:11,Hotmart Sparkle,Positivo,32,5,2026-03
Bom demais no começo foi difícil mais dai peguei o jeito é melhorei muito obrigado Quizlet,5,2025-02-05 16:38:13,Quizlet,Positivo,90,16,2025-02
estou ficando cada vez mais melhor,5,2026-04-04 14:33:16,Duolingo,Positivo,34,6,2026-04
muito bom mesmo para estudar,5,2025-04-08 16:24:10,Quizlet,Positivo,28,5,2025-04
Esse aplicativo é mto bom! Uso ele pra fazer revisão de algum assunto que estou estudando! ⭐⭐⭐⭐⭐,5,2020-08-24 07:57:30,Khan Academy,Positivo,96,17,2020-08
"até o momento não tenho o que reclamar do aplicativo, roda os vídeos sem travar é bem simples de usar.",5,2022-07-20 23:05:18,Udemy,Positivo,102,20,2022-07
amei me ajudou muito nos estudos,5,2025-05-20 15:51:17,Quizlet,Positivo,32,6,2025-05
"Gosto muito do app, me ajuda muito em várias situações. Mas uma coisa que tem me incomodado um pouco é a questão de precisar pagar para ver a explicação. Algumas vezes, para mim, a resolução não é o bastante, sendo assim gosto de ver a explicação. Fora esta situação de precisar pagar para obtermos a explicação, o aplicativo é ótimo.",4,2024-08-26 23:31:41,Photomath,Positivo,334,60,2024-08
"Esse APP é maravilhoso! Nele posso estudar de forma divertida sem precisar pegar num papel! Ele nos ajuda a memorizar várias coisas, sendo que nós próprios podemos colocar nosso conteúdo nele e estudar a vontade! Na verdade ele é muito bom, mas como não tenho Plus fica com menos configuração no aplicativo. Mas tirando isso ele é maravilhoso!",5,2025-04-26 06:35:37,Quizlet,Positivo,343,58,2025-04
este aplicativo é muito bom estou gostando que Deus abençoe sempre,5,2026-03-22 10:30:36,Hotmart Sparkle,Positivo,66,11,2026-03
amei minhas notas subirão muito Nas Aulas de ingues quem criou O Duolingo esta de parabens obrigado por criar um app assim sem anuncios sem ter q pagar É vc aprende a lingua q quiser n É só O ingues foi isso tchau,5,2026-04-06 16:42:01,Duolingo,Positivo,213,43,2026-04
Portugeus,5,2020-04-02 14:49:42,Khan Academy,Positivo,9,1,2020-04
Ótimo aplicativo. Muito Grato á plataforma !!!,5,2020-12-31 02:09:46,Khan Academy,Positivo,46,7,2020-12
Show,5,2023-09-02 23:01:44,Babbel,Positivo,4,1,2023-09
"Olá, nunca tive a oportunidade de aprender inglês , e tenho 59 anos estou achando um pouco difícil mas as aulas do Babel com certeza irei aprender algumas palavras do dia a dia. Thank you",5,2024-08-25 17:11:52,Babbel,Positivo,187,35,2024-08
Excelente ferramenta de estudos!,5,2025-09-30 18:57:26,Quizlet,Positivo,32,4,2025-09
"Well, I'm Brazilian, and the Brazilian version doesn't have the sam e number of languages as the English language.",5,2026-04-04 14:10:53,Duolingo,Positivo,114,19,2026-04
Gosto muito estou sem aula e estudo por ele.,5,2020-04-06 07:31:39,Khan Academy,Positivo,44,9,2020-04
é um aplicativo que me ajudou muito no inglês ❤❤,5,2026-04-03 11:06:32,Duolingo,Positivo,48,10,2026-04
É muito bom pra quem quer estudar muito eu acho que é melhor app de estudos do mundo,5,2023-11-28 12:43:31,Khan Academy,Positivo,84,18,2023-11
O app é eficiente e adequado para estudos online.,5,2023-04-18 16:55:45,Google Classroom,Positivo,49,9,2023-04
Excelente aplicativo. Grande aprendizado. Obrigado.,5,2025-08-02 18:08:06,Udemy,Positivo,51,5,2025-08
As vezes não sei o que está proposta,4,2025-07-25 20:47:53,Babbel,Positivo,36,8,2025-07
Esse merece 5 estrelas 💫 muito bom além de dar as respostas da a explicação da equação e com o modo plus fica melhor ainda 👍👍,5,2024-10-10 10:02:24,Photomath,Positivo,125,26,2024-10
"os videos me ajudam bastante, mas a qualidade deles poderia melhorar",5,2019-03-17 21:39:04,Khan Academy,Positivo,68,11,2019-03
muito legal eu posso viajar pro Estados Unidos e vou falar ingles,5,2026-04-06 09:57:44,Duolingo,Positivo,65,12,2026-04
é um aplicativo excelente com explicações exatas. É leve algo que muitos procuram num aplicativo e rápido também,5,2025-03-17 18:39:14,Photomath,Positivo,112,18,2025-03
Os cursos sempre são ótimos,5,2026-01-27 08:43:44,Hotmart Sparkle,Positivo,27,5,2026-01
Ele e um ótimo app para as questões de matemáticaaa eu simplesmente ameiii,5,2024-03-19 21:12:50,Photomath,Positivo,74,13,2024-03
melhor opção para quem estuda a sério e precisa memorizar o conteúdo estudado. recomendo muito!!!,5,2025-06-07 21:18:23,Quizlet,Positivo,97,15,2025-06
muito bom memorizo fácil,5,2024-12-16 16:29:18,Quizlet,Positivo,24,4,2024-12
"Estão de parabéns pelo aplicativo. É realmente muito bom. Minha intenção era dar 2 estrelas porque o aplicativo não funciona bem. Não consigo ver os vídeos baixados off-line e nem se quer acessar aos conteudos das aulas! Mas por ser um aplicativo de ensino e com uma boa iniciativa da vossa parte, eu respeito o vosso trabalho e dei 5 estrelas. Mas por favor Vejem se conseguem resolver este problema.",5,2019-08-29 05:43:04,Khan Academy,Positivo,401,70,2019-08
"Otima plataforma! tenho varios cursos na plataforma e gostaria de elogiar por ter voltado com o player anterior no PC, pois a versão beta que estava no site atualmente estava uma loucura para acompanhar as aulas. Meus Parabéns por ter corrigido isso e voltado ao player anterior que funciona perfeitamente! Quanto ao aplicativo no Celular, só falta colocar a opção de dar zoom na tela para ver alguns pontos mais próximo, visto que tem algum professores que gravam as aulas com letras pequenas.",5,2025-11-26 17:55:42,Udemy,Positivo,494,83,2025-11
Muito bom. Prático e instrutivo.,5,2020-09-01 10:25:57,Khan Academy,Positivo,32,5,2020-09
"App muito bom, o único problema é que você tem que pagar para usar algumas opções básicas.",4,2025-03-03 20:51:53,Quizlet,Positivo,90,17,2025-03
Maravilhoso!!!baixem,5,2020-03-16 18:17:20,Khan Academy,Positivo,20,1,2020-03
Muito prático e rápido!,5,2026-03-30 07:13:31,Hotmart Sparkle,Positivo,23,4,2026-03
Já que sou criança não gosto de estudar mas adorei este aplicativo ele fez eu virar a mais inteligente,5,2023-02-24 13:52:06,Khan Academy,Positivo,102,19,2023-02
muito bom além de ensinar várias coisas interessantes dá uma opção pra vc aprender xadrez! É muito bom!,5,2026-04-01 11:07:40,Duolingo,Positivo,103,18,2026-04
Ela fez eu passar em várias provas 10/10,5,2025-09-01 16:28:40,Quizlet,Positivo,40,8,2025-09
"Excelente aplicativo para expansão de vocabulário! E podemos perceber uma melhora significativa na pronúncia se repetirmos em voz alta os áudios. Sugestão: poderia ser incluído nas revisões apenas frases, ao invés de algumas palavras soltas que são salvas de determinadas lições. Acredito que dessa forma, seria lembrado com mais facilidade o contexto em que é aplicado aquele novo vocabulário.",5,2024-01-29 17:24:41,Babbel,Positivo,394,59,2024-01
"tudo ótimo e rápido, é bala na agulha",5,2026-03-03 17:21:47,Hotmart Sparkle,Positivo,37,8,2026-03
"muito bom , mas podia ter o direito de querer aprender duas coisas.",5,2026-04-03 09:23:54,Duolingo,Positivo,67,13,2026-04
"aplicativo muito bom, método de ensino bem didático",5,2025-01-23 11:06:28,Babbel,Positivo,51,8,2025-01
"ele ajuda muito no meu inglesh além da minhas aulas da escola ele ajuda nas palavras e frases mais difíceis, aí eu amo muito mesmo o duolingo ele me ajuda tanto que só por conta do duolingo já dá para mim fazer meu intercâmbio kkk mais no inglês eu me dedico por isso sou muito boa MAIS tem pessoas melhores que eu e não fico me gabando se não for tomar um CORTE RÁPIDO FACA TRAMONTINA kkk te amo muito duolingo o duolingo é o melhor aplicativo para aprender o inglês de maneira rápida",5,2026-03-31 21:27:27,Duolingo,Positivo,485,94,2026-03
Aplicativo muito bom. A única coisa ruim é que não tem muitas opções grátis.,4,2025-06-23 20:16:23,Quizlet,Positivo,76,14,2025-06
Esse aí é bom,5,2024-03-09 16:41:10,Photomath,Positivo,13,4,2024-03
Muito bom,5,2024-06-04 18:19:30,Photomath,Positivo,9,2,2024-06
muito bom mesmo,5,2026-04-04 23:16:33,Duolingo,Positivo,15,3,2026-04
estou adorando,5,2023-02-03 10:25:52,Babbel,Positivo,14,2,2023-02
"muito bom, tem muito conteúdo excelente por um custo benefício ótimo, é claro que tem cursos ou coisas que você pode comprar que vão esta desatualizada ou o professor não vai ter uma didática boa, mas tem muito conteúdo bom também. recomendo pra você que não consegue gastar um absurdo em um curso, é só esperar as promoções que vale muito a pena.",5,2025-10-31 08:07:39,Udemy,Positivo,347,63,2025-10
"Exelente. sou professor e uso o khan. Creio que deveria ter opções de professor no app. assim daria mais liberdade ao mesmo para fiscalizar a evolução dos alunos de qualquer disposotivo. nos mais, só elogios. obrigado, khan.",5,2019-02-10 15:31:13,Khan Academy,Positivo,224,37,2019-02
Esse APP é o melhor que eu já conhece,5,2024-05-30 06:07:08,Photomath,Positivo,37,9,2024-05
"Melhor App para estudos , do mundo ...",5,2021-07-31 11:28:52,Khan Academy,Positivo,38,8,2021-07
Muito bom ! conteúdo objetivo ! uma ótima ferramenta de aprendizado !,5,2025-05-07 07:05:46,Udemy,Positivo,69,12,2025-05
Excelente e enriquecedor,5,2025-02-25 21:14:57,Udemy,Positivo,24,3,2025-02
Muito bommm 💖,5,2024-03-08 20:02:28,Photomath,Positivo,13,3,2024-03
Escola,5,2022-10-04 13:08:28,Google Classroom,Positivo,6,1,2022-10
Não tem oque falar algo que é perfeito,5,2024-10-04 14:23:59,Photomath,Positivo,38,8,2024-10
app muito bom para estudar,5,2019-08-16 18:05:37,Khan Academy,Positivo,26,5,2019-08
Muita coisa boa e barata.,5,2024-01-29 15:16:16,Udemy,Positivo,25,5,2024-01
"É um dos melhores aplicativos de estudo online, isso não é exagero não. vou dar um exemplo: Não passa nenhuma publicidade.",5,2026-02-13 00:46:52,Hotmart Sparkle,Positivo,122,21,2026-02
ótimo para ensinar e aprender,5,2025-03-20 16:40:23,Quizlet,Positivo,29,5,2025-03
TOP,5,2025-12-08 22:32:52,Quizlet,Positivo,3,1,2025-12
"Como todo bom BR, gasto algumas horas do meu dia no busão... E essas horas estão sendo bem mais úteis com a Udemy. App sensacional, recomendo. Só por conseguir assistir offline já é 200%!!! 👏🏻",5,2023-08-24 13:02:00,Udemy,Positivo,192,35,2023-08
Prático,5,2023-08-07 17:44:49,Babbel,Positivo,7,1,2023-08
Bom serviço,5,2026-03-21 18:51:19,Hotmart Sparkle,Positivo,11,2,2026-03
Até agora não achei falhas ele não tem nenhum tipo de anuncio ou compras no app melhor coisa que eu achei,5,2022-08-22 19:28:44,Khan Academy,Positivo,105,21,2022-08
plataforma sensacional,5,2026-03-04 14:08:15,Hotmart Sparkle,Positivo,22,2,2026-03
App bom 👍,5,2026-02-19 09:04:57,Hotmart Sparkle,Positivo,9,3,2026-02
"Primeira vez que usei foi na escola no ensino fundamental alguns 10 anos atrás. Professor do ensino médio também passou esse app uma vez pra nós fazermos atividades. Agora uso pra estudar certas coisas sozinha. Eu amo esse app! Super acessível. Conteúdo bem elaborado, ajuda muito! Me traz uma boa nostalgia da infância, é um ótimo app para crianças estudarem também.",5,2025-04-16 15:46:44,Khan Academy,Positivo,367,61,2025-04
fácil de aprender e divertido,5,2026-04-01 21:23:14,Duolingo,Positivo,29,5,2026-04
"Perfeito, ajudou muito na minha faculdade, sempre me lembrava dos meus deveres",5,2023-08-08 11:12:40,Google Classroom,Positivo,78,12,2023-08
Muito bom,5,2026-02-19 17:02:36,Hotmart Sparkle,Positivo,9,2,2026-02
parabéns pelo app,5,2023-05-06 16:51:19,Babbel,Positivo,17,3,2023-05
"O aplicativo em si é mt bom, além de resolver as contas, ainda ele explica como chegar no resultado, é mt bom para quem tem dificuldade!",5,2024-10-24 09:31:14,Photomath,Positivo,136,26,2024-10
muito bom,5,2023-08-28 10:26:31,Udemy,Positivo,9,2,2023-08
muito bom,5,2026-01-14 13:53:14,Hotmart Sparkle,Positivo,9,2,2026-01
"ajuda a praticar outras línguas, mais para aprender tinha quer outros tipos de manter exercícios",5,2026-04-02 14:15:26,Duolingo,Positivo,96,15,2026-04
É bom,5,2024-11-23 17:31:08,Quizlet,Positivo,5,2,2024-11
está me ajudando muito nas provas,5,2025-06-01 11:50:42,Quizlet,Positivo,33,6,2025-06
minha experiência foi ótima eu amei,5,2025-06-10 13:07:55,Google Classroom,Positivo,35,6,2025-06
"Gosto muito de como está sendo, gostei e recomendo",5,2023-05-08 20:44:46,Babbel,Positivo,50,9,2023-05
já estou quase um dia e amei baixe quizlet,5,2025-04-05 12:12:47,Quizlet,Positivo,42,9,2025-04
estou gostando bastante de estudar por aqui. ajuda muito a memorizar os termos.,5,2025-08-22 21:38:06,Quizlet,Positivo,79,13,2025-08
Facilidade e foco nas abas de soluções,5,2026-02-09 23:55:19,Hotmart Sparkle,Positivo,38,7,2026-02
"Não está entrando no video, voces poderiam dar um jeito. Mas deve se muito otimo",5,2019-04-05 21:35:27,Khan Academy,Positivo,80,15,2019-04
Me ajuda muito. Pena ter q pagar para ter total acesso...,5,2024-05-05 00:36:58,Photomath,Positivo,57,11,2024-05
ótimo app,5,2025-03-22 22:27:16,Udemy,Positivo,9,2,2025-03
"O app é bom fora os bugs,mais tem q prnssar em q tem pessoas q n podem utilizar o app, e fora que eu tive que desinstalar umas 10× pra pode usa, pq n queria carregar as páginas ent é isso que eu tenho a te dizer caso esteja querendo usar esse app....etc.....",5,2023-05-31 11:20:30,Google Classroom,Positivo,258,53,2023-05
Ótimo,5,2020-01-30 17:14:14,Khan Academy,Positivo,5,1,2020-01
esse é um dos Melhores APP que já vi,5,2026-03-21 17:53:53,Hotmart Sparkle,Positivo,36,9,2026-03
"Simplesmente o melhor app de matemática que eu já encontrei, ele é perfeito e funciona muito bem",5,2024-06-19 22:09:49,Photomath,Positivo,96,17,2024-06
Good,5,2026-02-24 08:01:37,Hotmart Sparkle,Positivo,4,1,2026-02
ótimo tirei 9,5,2025-07-22 11:54:07,Quizlet,Positivo,13,3,2025-07
"O aplicativo é muito bom, recomendo muito. Eu consigo organizar bem os meus estudos e aprender os conteúdos.",5,2024-12-05 17:14:53,Quizlet,Positivo,108,18,2024-12
o melhor,5,2024-11-21 14:40:26,Babbel,Positivo,8,2,2024-11
bem dinâmico adorei,5,2025-07-12 07:03:09,Babbel,Positivo,19,3,2025-07
Excelente.,5,2023-01-18 12:48:33,Udemy,Positivo,10,1,2023-01
gostei muito da gostei muito do Duolingo,5,2026-04-05 16:34:35,Duolingo,Positivo,40,7,2026-04
Muito bom!,5,2023-09-13 22:16:32,Udemy,Positivo,10,2,2023-09
Amazing,5,2019-10-17 10:37:24,Khan Academy,Positivo,7,1,2019-10
Muito bom.,5,2024-12-10 06:17:47,Quizlet,Positivo,10,2,2024-12
mto bom vey,5,2024-09-10 08:49:48,Babbel,Positivo,11,3,2024-09
"achei muito bom,além de poder compartilhar seus flash cards,eles ficam aonde a gente mais usa, o celular,ocupa menos espaço físico e também,EX: da para vc ler oque vc tem que estudar pra prova e criar perguntas personalizadas. Também tendo o sistema de se vc já sabe ou não, oque ajuda a reforsar oque vc aprende. 10/10",5,2025-09-06 16:01:41,Quizlet,Positivo,319,56,2025-09
muito bom 😊,5,2025-04-25 19:51:41,Quizlet,Positivo,11,3,2025-04
sim tô gostando do aplicativo bem prático sem complicações,5,2026-02-21 01:51:11,Hotmart Sparkle,Positivo,58,9,2026-02
"Muito bom pra aprender, estou indo bem e o mais importante, estou gostando muito, obrigada Duolingo.",5,2026-04-02 21:14:56,Duolingo,Positivo,100,16,2026-04
Muito bom,4,2021-11-09 09:59:32,Khan Academy,Positivo,9,2,2021-11
Quase perfeito mas precisa de melhorias.,4,2024-02-21 13:25:17,Babbel,Positivo,40,6,2024-02
"Eu tenho canal no YouTube sobre K-pop, então sou viciada sobre coisas em coreano mas ainda NN sei falar muita coisa,apenas oi bom dia e tchau,mas com esse app aprendi várias coisas por exemplo:소 (Vaca) E NN consigo mais esquecer como se escreve,eu poderia dar 20000000 estrelas mas só e possível 5 Eu amei esse app, parabéns por fazerem um app maravilhoso como este :)💝🥰",5,2024-12-05 11:42:11,Quizlet,Positivo,370,65,2024-12
"É muito bom para quem quer estudar para prova é ótimo ,pois tem com você fazer provas do assunto que está aprendendo ,sério e muito bom tem poucos anúncios e funcionando sem travar, é super fácil de mexer.",5,2025-03-11 15:19:33,Quizlet,Positivo,205,38,2025-03
útil apenas útil...preguiça de escrever alguma coisa sou um vagabundo e não trabalho...,5,2025-10-29 10:15:25,Photomath,Positivo,87,13,2025-10
"Esse é Praticamente o melhor aplicativo de estudos que já usei, entretanto me senti um pouco perdido com a ferramenta de busca do aplicativo, mas vale super a pena der ele instalado no meu celular, muito bom pra estudar antes de qualquer prova, espero que o aplicativo no futuro, abrange todas as matérias, pois a educação deve ser para todos.",4,2024-04-03 19:23:32,Khan Academy,Positivo,343,60,2024-04
muito divertido!,5,2026-04-01 21:23:08,Duolingo,Positivo,16,2,2026-04
"vc pode aprender muitos línguas como eu,eu tô fazendo inglês mais curso de japonês",5,2026-04-04 18:07:38,Duolingo,Positivo,82,14,2026-04
maravilhoso,5,2025-01-27 20:54:32,Quizlet,Positivo,11,1,2025-01
App muito bom,5,2024-08-26 16:24:15,Photomath,Positivo,13,3,2024-08
"Ainda não testei completamente o app, mas quero aprender Grego e não tem grego! 😭 Adicionem maie idiomas por favor!",4,2026-01-23 10:43:00,Babbel,Positivo,115,20,2026-01
Nunca tive problema.,5,2026-01-17 17:51:17,Hotmart Sparkle,Positivo,20,3,2026-01
Muito bom,5,2024-05-13 08:57:38,Photomath,Positivo,9,2,2024-05
"aplicativo SENSACIONAL te ensina o básico de algumas matérias escolares de uma maneira divertida onde vc realmente consegue aprender. baixei o app pra dar aulas para o meu priminho e ele amou essa forma que o app proporciona na hora do aprendizado, nota 10 pra esse app, que até eu acabei aprendendo um pouco tbm!! haha :)",5,2023-05-12 22:35:00,Khan Academy,Positivo,322,57,2023-05
Muito bom para estudo e revisões! Agiliza na hora de aprender e super prático!!!,5,2025-05-10 17:05:19,Quizlet,Positivo,80,14,2025-05
"Aplicativo ótimo! As aulas são ótimas! Conteúdos das aulas são bem básicos, mas são bem relevantes. Os cursos em geral são bem populares com preços populares.",5,2024-11-09 19:57:37,Udemy,Positivo,158,26,2024-11
Bom!,5,2025-09-02 06:07:00,Udemy,Positivo,4,1,2025-09
muito bom 👍 👍 👍 👍 👍,5,2026-04-03 09:50:22,Duolingo,Positivo,19,7,2026-04
Ameiii,5,2024-03-31 19:08:51,Photomath,Positivo,6,1,2024-03
Muito ótimo para estudos,5,2022-11-06 08:30:21,Google Classroom,Positivo,24,4,2022-11
o duo tá atrás de mim 😀😀😀😀,5,2026-04-06 15:59:53,Duolingo,Positivo,26,7,2026-04
"Aplicativo excelente, ajuda a solucionar bastante casos matemáticos.",5,2024-04-16 16:09:41,Photomath,Positivo,68,8,2024-04
Ótimo aplicativo,5,2023-12-01 00:49:12,Babbel,Positivo,16,2,2023-12
Ótimo app eu indico,5,2020-05-04 22:34:15,Khan Academy,Positivo,19,4,2020-05
"Adicionem novos conteúdos, por favor!",5,2018-10-12 20:08:11,Khan Academy,Positivo,37,5,2018-10
Muito dinâmico,5,2026-02-24 09:52:26,Hotmart Sparkle,Positivo,14,2,2026-02
um aplicativo perfeito para aprender outros idiomas e tbm ele ajuda muito pra vc se desenvolver,5,2026-04-06 14:28:48,Duolingo,Positivo,95,16,2026-04
"Ótimo app, fácil de usar e oferece vários produtos excelentes.",5,2026-02-18 16:58:56,Hotmart Sparkle,Positivo,62,10,2026-02
eu amei demais esse aplicativo,5,2024-12-29 15:40:05,Quizlet,Positivo,30,5,2024-12
amei estou aprendendo muitas coisas aliás de eu ter 10 anos,5,2026-04-01 14:12:06,Duolingo,Positivo,59,11,2026-04
Excelente,5,2026-01-31 15:46:23,Hotmart Sparkle,Positivo,9,1,2026-01
excelente,5,2025-04-15 16:45:14,Khan Academy,Positivo,9,1,2025-04
Muito bom,5,2021-03-05 12:40:30,Khan Academy,Positivo,9,2,2021-03
muito bom mim ajudou no que eu não aprendi no 6 ano,5,2025-01-17 00:12:44,Quizlet,Positivo,51,12,2025-01
eu estou aprendendo muito,5,2026-04-02 13:28:18,Duolingo,Positivo,25,4,2026-04
muito bom esse aplicativo,5,2023-11-01 00:22:15,Babbel,Positivo,25,4,2023-11
amei demais,5,2026-04-04 22:08:49,Duolingo,Positivo,11,2,2026-04
é ótimo,5,2026-03-02 01:31:40,Hotmart Sparkle,Positivo,7,2,2026-03
"Os cursos da Udemy são tão bons quanto o de outras plataformas e ao contrário dos cursos de renomados gurus, são baratos e acessíveis. Muitas vezes quando vejo o lançamento de certos cursos com preços elevadíssimos, faço pesquisa na Udemy para ver se encontro equivalentes com preços bem menores. E geralmente encontro. E a maioria deles vale à pena.",5,2022-06-15 02:42:56,Udemy,Positivo,350,59,2022-06
"Adorei, me salvou muito",5,2024-09-19 10:29:32,Photomath,Positivo,23,4,2024-09
eu arasso no japonês,5,2026-04-03 18:16:53,Duolingo,Positivo,20,4,2026-04
Babbel is great!,4,2023-03-14 21:26:59,Babbel,Positivo,16,3,2023-03
👍🏻,5,2024-05-20 21:41:50,Photomath,Positivo,2,1,2024-05
bem explicado estou gostando do curso,5,2024-01-20 16:06:05,Udemy,Positivo,37,6,2024-01
excelente,5,2026-02-21 00:34:30,Hotmart Sparkle,Positivo,9,1,2026-02
eu gostei muito Babbel,5,2024-09-24 15:54:30,Babbel,Positivo,22,4,2024-09
"pra ser 5 estrelas tem q ser de graça pra sempre e não ficar toda hora, quizletplus?",4,2025-02-10 21:02:00,Quizlet,Positivo,84,17,2025-02
Excelente app.!,5,2026-01-31 12:46:06,Hotmart Sparkle,Positivo,15,2,2026-01
considero está app ótimo por ter me ajudado muito na resolução de algumas questões de matemática e álgebra.,4,2024-04-23 19:39:32,Photomath,Positivo,107,18,2024-04
muito bom pena que você só pode fazer a avaliação e o treino uma vez se não pagar .,4,2025-04-23 21:21:49,Quizlet,Positivo,83,19,2025-04
"Eu adoro o Khan Academy, desde antes de ter app. Acho um material de boa qualidade, bem organizado, tem vídeos, textos, exercícios, e diferentes abordagens de um mesmo tema - o q ajuda na compreensão do todo. É verdade q as vezes há um probleminha com uma questão, as vezes um vídeo faz referência a um conteúdo q não foi visto na ordem apresentada (devido ao vídeo ter sido inserido naquela sequência de estudos, mas sem ter sido criado para a mesma) - coisinhas assim... Mas, É EXCELENTE!",5,2024-03-18 18:41:24,Khan Academy,Positivo,490,88,2024-03
amei achei super interessante a pessoa aprende muito rápido 🤩,5,2025-04-27 12:32:41,Quizlet,Positivo,61,10,2025-04
excelente 👏😀,5,2024-11-20 21:55:46,Quizlet,Positivo,12,2,2024-11
É fixe,5,2026-04-04 02:37:18,Duolingo,Positivo,6,2,2026-04
